,gvkey,permno,adate,qdate,datadate,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,cfm,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_at,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,ticker,cusip,splticrm
612,8972,24942,2013/12/31,2014/3/31,2014-05-31,16.227,0.369,8.853,15.788,15.788,15.39,14.873,1.308,11.624,0.347,0.087,0.15,0.131,0.244,0.121,0.133,0.219,0.22,0.293,0.221,0.159,0.221,0.528,0.266,0.215,0.67,0.318,0.318,0.322,0.107,0.044,0.044,0.249,0.399,0.134,1.349,0.0,0.354,0.291,0.608,0.455,0.161,0.897,8.492,0.471,0.179,0.616,0.371,1.634,10.764,14.74,0.701,1.022,1.702,78.022,4.503,0.883,17.745,14.599,1.57,2.342,5.761,0.02,0.0,0.0,-0.022,2.673,1.452,2.48%,RTN,75511150,A
613,25434,77702,2009/9/30,2009/9/30,2010-01-31,32.993,0.199,11.945,26.573,26.901,41.904,41.904,1.657,11.662,0.0,0.04,0.136,0.081,0.183,0.057,0.237,0.141,0.217,0.301,0.141,0.142,0.141,0.289,0.172,0.32,0.845,0.152,0.152,0.153,0.098,0.076,0.046,0.264,0.327,0.133,0.413,0.0,0.627,0.218,0.842,0.879,0.551,0.679,0.993,0.18,0.099,0.452,0.211,0.827,10.305,18.964,0.421,0.867,1.288,28.7,11.77,1.738,32.555,26.9,2.71,3.209,21.492,0.001,0.013,0.0,-0.177,5.319,,,SBUX,85524410,BBB
614,25434,77702,2009/9/30,2010/6/30,2010-08-31,32.626,0.195,10.372,9.821,10.168,10.738,10.738,1.653,9.731,0.092,0.079,0.166,0.116,0.219,0.12,0.296,0.256,0.319,0.301,0.256,0.229,0.256,0.389,0.253,0.375,0.857,0.14,0.14,0.14,0.133,0.06,0.06,0.448,0.226,0.115,0.321,0.0,0.64,0.209,1.017,1.038,0.551,0.779,1.074,0.163,0.091,0.438,0.196,0.782,25.976,36.523,0.7,1.118,1.444,22.513,14.648,1.713,36.868,28.899,2.621,3.059,13.779,0.001,0.013,0.0,-0.159,4.83,0.211,2.26%,SBUX,85524410,BBB+
615,25434,77702,2011/9/30,2011/12/31,2012-02-29,52.729,0.138,14.512,14.988,15.367,14.539,14.539,3.002,26.037,0.327,0.105,0.172,0.129,0.234,0.154,0.295,0.3,0.333,0.311,0.3,0.273,0.3,0.388,0.263,0.389,0.889,0.11,0.111,0.11,0.151,0.062,0.069,0.714,0.245,0.101,0.268,0.0,0.687,0.191,1.064,0.713,0.542,0.604,1.214,0.123,0.075,0.392,0.175,0.645,38.682,46.126,1.04,1.45,1.922,32.448,10.037,1.662,31.76,24.961,2.434,2.736,6.704,0.001,0.012,0.0,-0.017,7.665,0.138,1.40%,SBUX,85524410,A-
616,25434,77702,2016/9/30,2016/9/30,2016-12-31,44.771,0.075,17.101,29.068,29.221,29.221,29.221,3.795,17.683,0.442,0.132,0.227,0.181,0.291,0.197,0.361,0.478,0.437,0.329,0.482,0.352,0.482,0.808,0.435,0.432,0.647,0.352,0.396,0.352,0.181,0.03,0.028,0.268,0.29,0.161,0.745,0.111,0.539,0.379,1.063,1.006,0.542,0.685,1.861,0.543,0.251,0.589,0.424,1.434,35.279,46.882,0.498,0.744,1.047,28.068,11.264,1.592,28.654,21.477,2.344,3.623,99.794,0.0,0.012,0.0,-0.131,13.716,0.003,1.80%,SBUX,85524410,A
619,9555,85926,2008/12/31,2009/9/30,2010-01-31,12.362,0.696,6.541,12.557,14.482,15.872,15.872,0.74,7.217,0.339,0.053,0.157,0.121,0.314,0.069,0.127,0.114,0.139,0.191,0.114,0.11,0.114,0.413,0.176,0.253,0.573,0.426,0.49,0.426,0.094,0.102,0.089,0.14,0.275,0.344,2.581,0.129,0.496,0.461,0.413,0.27,0.132,0.773,3.154,0.743,0.327,0.617,0.492,1.614,2.477,3.378,0.283,0.876,1.209,95.45,5.428,0.807,6.344,11.923,1.21,2.11,12.631,0.02,0.0,0.0,-0.04,1.452,,2.42%,SEE,81211K10,BB+
620,9555,85926,2010/12/31,2011/6/30,2011-09-30,10.162,0.679,7.626,9.227,10.121,11.761,11.761,0.572,6.425,0.331,0.054,0.151,0.119,0.305,0.071,0.13,0.106,0.143,0.257,0.106,0.105,0.106,0.341,0.181,0.259,0.632,0.369,0.374,0.368,0.086,0.109,0.108,0.233,0.256,0.328,2.066,0.014,0.476,0.473,0.488,0.288,0.161,0.775,3.181,0.581,0.265,0.552,0.409,1.233,2.607,3.539,0.49,1.104,1.483,88.473,5.926,0.849,6.647,13.379,1.198,1.895,6.695,0.019,0.0,0.0,-0.03,1.034,2.781,3.11%,SEE,81211K10,BB
621,9555,85926,2011/12/31,2012/6/30,2012-08-31,12.325,1.094,8.361,14.561,15.511,,285.4,0.392,13.119,0.599,-0.001,0.124,0.085,0.345,0.001,0.103,-0.002,0.1,0.315,-0.002,0.054,-0.002,0.313,0.157,0.246,0.412,0.589,0.595,0.589,0.04,0.084,0.083,0.091,0.271,0.413,4.718,0.009,0.301,0.58,0.412,0.1,0.046,0.31,5.801,1.276,0.417,0.712,0.62,2.467,0.987,1.758,0.303,0.997,1.369,81.709,5.887,0.715,5.9,9.183,1.02,2.478,9.045,0.015,0.0,0.0,-0.024,0.845,,3.64%,SEE,81211K10,BB-
622,9555,85926,2012/12/31,2013/9/30,2013-12-31,-40.171,0.324,9.257,29.103,31.528,-24.854,-92.027,0.875,10.941,,-0.033,0.129,0.091,0.358,-0.058,0.104,-0.135,0.113,,-0.172,0.019,-0.172,0.359,0.154,0.294,0.243,0.757,0.789,0.757,0.005,0.085,0.081,0.086,0.24,0.405,4.655,0.041,0.318,0.557,0.393,0.243,0.05,0.825,6.756,2.487,0.493,0.848,0.784,5.588,0.318,1.859,0.271,1.003,1.321,83.785,6.144,0.819,5.682,9.098,1.313,5.398,9.478,0.018,0.0,0.0,-0.091,3.865,,1.53%,SEE,81211K10,BB
623,9667,36468,2008/12/31,2009/9/30,2010-01-31,14.13,0.25,8.173,5.457,5.485,5.882,5.882,0.998,7.984,0.397,0.058,0.126,0.103,0.48,0.086,0.197,0.253,0.285,0.333,0.253,0.238,0.253,0.899,0.257,0.777,0.849,0.151,0.439,0.151,0.082,0.155,0.053,0.013,0.415,0.436,0.946,0.655,0.689,0.106,0.471,0.468,0.312,0.901,3.297,0.178,0.193,0.627,0.484,1.684,10.204,16.194,0.02,0.588,1.004,52.395,4.677,1.619,8.552,5.147,3.687,4.345,123.828,0.005,0.029,0.0,-0.105,4.217,,2.24%,SHW,82434810,A-
624,9667,36468,2009/12/31,2010/9/30,2010-11-30,15.699,0.203,9.023,5.482,5.594,6.015,6.015,1.07,11.101,0.346,0.061,0.125,0.103,0.476,0.088,0.207,0.293,0.316,0.3,0.293,0.234,0.293,0.698,0.277,0.759,0.675,0.325,0.42,0.325,0.083,0.078,0.061,0.022,0.388,0.434,1.028,0.225,0.549,0.236,0.54,0.417,0.303,0.856,3.74,0.482,0.204,0.672,0.533,2.044,8.814,13.179,0.04,0.725,1.185,43.073,4.934,1.595,8.428,5.085,3.276,4.857,23.458,0.005,0.031,0.0,-0.057,4.872,,1.94%,SHW,82434810,A
625,9777,42585,2011/4/30,2011/7/31,2011-10-31,28.595,0.717,9.159,16.046,16.079,18.514,18.514,1.765,24.317,0.407,0.098,0.208,0.186,0.4,0.148,0.123,0.075,0.138,0.331,0.091,0.072,0.091,0.438,0.36,0.234,0.805,0.195,0.207,0.195,0.149,0.052,0.05,0.125,0.525,0.202,1.336,0.055,0.18,0.417,1.833,0.639,0.129,0.388,3.599,0.202,0.163,0.368,0.23,0.582,8.128,13.497,0.693,1.455,3.065,109.701,3.28,0.584,14.192,15.373,0.743,0.924,4.262,0.004,0.024,0.0,0.015,1.373,1.614,2.49%,SJM,83269640,BBB+
626,9777,42585,2014/4/30,2014/10/31,2015-02-28,23.014,0.585,10.443,20.416,20.452,21.204,21.204,2.132,15.207,0.442,0.102,0.216,0.169,0.393,0.153,0.13,0.091,0.127,0.335,0.109,0.079,0.109,0.466,0.327,0.236,0.731,0.269,0.323,0.269,0.148,0.039,0.032,0.036,0.607,0.234,1.901,0.167,0.218,0.466,1.351,0.876,0.212,0.599,3.213,0.307,0.247,0.441,0.33,0.789,8.643,12.747,0.164,0.725,1.846,104.532,3.388,0.601,14.485,13.011,0.786,1.075,7.394,0.004,0.022,0.0,-0.023,1.895,1.942,2.22%,SJM,83269640,BBB
628,61513,82618,2008/12/31,2009/9/30,2010-01-31,-26.791,0.738,-18.866,-8.334,-8.307,-3.412,-3.412,1.823,35.332,,-0.527,-0.073,-0.129,0.169,-0.467,-0.04,-0.46,-0.087,,-0.465,0.027,-0.465,-0.206,-0.139,0.097,0.77,0.23,0.243,0.23,-0.486,0.013,0.013,0.637,0.232,0.117,-4.493,0.054,0.446,0.437,-0.231,0.164,0.032,0.368,6.245,0.294,0.188,0.406,0.312,0.684,-123.65,-55.562,1.427,1.89,2.461,49.602,4.614,0.575,11.032,5.63,0.745,0.968,2.171,0.118,0.012,0.0,-0.316,1.59,-0.012,,SNDK,80004C10,B
629,61513,82618,2009/12/31,2010/3/31,2010-05-31,-59.399,0.525,5.778,12.432,12.773,12.738,12.738,2.684,11.524,0.0,0.215,0.29,0.25,0.487,0.253,0.208,0.243,0.223,0.176,0.247,0.209,0.247,0.51,0.348,0.337,0.801,0.199,0.212,0.199,0.272,0.075,0.07,0.81,0.219,0.105,0.848,0.057,0.41,0.45,1.373,1.101,0.233,0.937,6.594,0.246,0.17,0.356,0.261,0.554,13.399,14.422,1.976,2.441,3.125,68.846,3.541,0.691,14.46,6.184,0.859,1.073,2.224,0.099,0.002,0.0,-0.013,2.566,,,SNDK,80004C10,BB-
630,61513,82618,2010/12/31,2011/9/30,2011-12-31,150.439,0.698,7.394,11.418,11.661,10.022,10.022,2.205,9.917,0.0,0.22,0.307,0.28,0.47,0.26,0.189,0.203,0.201,0.108,0.204,0.174,0.204,0.461,0.359,0.275,0.786,0.215,0.215,0.215,0.269,0.074,0.074,0.908,0.141,0.118,1.02,0.0,0.324,0.557,1.682,1.217,0.484,0.865,11.037,0.271,0.183,0.329,0.255,0.49,10.501,12.085,2.799,3.441,4.007,48.753,5.124,0.585,11.545,7.118,0.684,0.871,1.82,0.095,0.001,0.0,-0.001,1.765,0.029,,SNDK,80004C10,BB
631,61513,82618,2013/12/31,2014/3/31,2014-06-30,37.488,0.385,8.032,20.006,20.598,21.621,21.621,3.693,13.214,0.133,0.181,0.335,0.287,0.533,0.267,0.215,0.162,0.217,0.312,0.162,0.151,0.162,0.485,0.357,0.341,0.85,0.145,0.171,0.145,0.256,0.074,0.063,0.9,0.176,0.189,0.662,0.149,0.471,0.416,1.57,1.31,0.529,0.887,4.35,0.171,0.142,0.29,0.209,0.408,13.96,20.592,1.913,2.652,3.217,86.126,3.875,0.64,7.702,6.729,0.77,0.901,2.115,0.127,0.003,0.0,-0.063,3.309,0.887,0.86%,SNDK,80004C10,BB+
632,9850,18411,2008/12/31,2009/9/30,2010-01-31,15.741,0.835,9.359,13.974,14.035,16.0,16.0,1.636,8.275,0.923,0.103,0.308,0.216,0.308,0.159,0.1,0.083,0.107,0.336,0.118,0.066,0.113,0.095,0.082,0.099,0.422,0.545,0.599,0.545,0.211,0.05,0.046,0.021,0.341,0.334,3.929,0.09,0.154,0.505,0.917,0.589,0.1,-0.35,0.943,0.87,0.39,0.703,0.585,2.37,2.857,3.909,0.134,0.721,1.095,66.036,5.516,0.323,8.145,8.551,0.495,1.087,34.918,0.0,0.0,0.0,-0.031,1.241,,5.47%,SO,84258710,A
633,9850,18411,2014/12/31,2015/6/30,2015-08-31,18.79,0.884,10.667,15.96,15.96,18.394,18.394,2.206,6.737,0.928,0.123,0.355,0.247,0.355,0.182,0.092,0.069,0.098,0.325,0.108,0.055,0.105,0.084,0.073,0.089,0.467,0.504,0.605,0.504,0.251,0.038,0.031,0.02,0.295,0.253,4.084,0.167,0.169,0.433,0.752,0.694,0.117,-0.014,0.904,0.659,0.365,0.701,0.563,2.347,3.714,5.436,0.12,0.535,0.759,47.986,6.112,0.251,11.048,8.107,0.417,0.842,,0.0,0.0,0.0,-0.052,1.171,67.997,5.00%,SO,84258710,A-
636,10035,72726,2008/12/31,2009/9/30,2010-01-31,16.878,0.524,11.237,10.939,11.023,14.341,-8.733,2.088,-6.698,0.339,0.154,0.541,0.451,0.878,0.217,0.029,0.13,0.141,0.363,0.115,0.0,0.121,,,0.056,0.585,0.369,1.968,0.369,0.173,,,0.293,,,7.439,0.812,,0.053,,,-0.012,,71.61,0.631,0.258,0.917,0.911,11.078,,,,,,,,0.064,0.998,0.013,0.49,0.776,,0.0,0.0,0.306,0.026,1.556,6.901,0.09%,STT,85747710,A+
637,10035,72726,2014/12/31,2015/9/30,2015-12-31,13.881,0.693,9.583,12.961,13.141,15.614,15.614,2.488,-6.114,0.424,0.176,0.548,0.487,0.962,0.203,0.021,0.098,0.124,0.171,0.092,0.0,0.089,,,0.038,0.605,0.321,0.76,0.321,0.25,,,0.397,,,4.045,0.578,,0.04,,,-0.002,,128.041,0.531,0.087,0.922,0.916,11.843,,,,,,,8.635,0.039,0.582,0.002,0.343,0.505,,0.0,0.0,0.372,0.023,1.424,5.488,2.05%,STT,85747710,A
638,2710,64899,2009/2/28,2009/11/30,2010-01-31,-104.12,0.855,11.036,19.852,19.852,-13.627,-13.627,0.113,1.048,,-0.076,0.197,0.152,0.387,-0.018,0.079,-0.091,0.077,,-0.113,0.004,-0.113,0.178,0.117,0.156,0.387,0.613,0.696,0.613,-0.029,0.075,0.066,0.004,0.668,0.261,6.366,0.119,0.244,0.621,0.454,0.248,0.083,0.665,3.743,1.293,0.506,0.719,0.659,2.557,0.085,1.842,0.017,0.632,1.905,353.037,1.111,0.404,4.63,6.755,0.555,1.436,2.547,0.0,0.048,0.0,-0.073,0.158,,,STZ,21036P20,BB
639,2710,64899,2011/2/28,2011/2/28,2011-05-31,33.961,0.731,12.625,8.578,8.68,8.382,8.382,0.155,0.834,0.0,0.168,0.179,0.142,0.395,0.165,0.078,0.179,0.078,-0.015,0.218,0.119,0.218,0.175,0.127,0.184,0.449,0.551,0.569,0.551,0.208,0.062,0.056,0.002,0.657,0.293,5.428,0.031,0.144,0.68,0.899,0.934,0.134,0.856,3.785,1.001,0.452,0.644,0.569,1.809,3.814,2.383,0.014,1.077,3.142,321.826,1.24,0.437,5.743,7.558,0.586,1.306,2.346,0.0,0.039,0.0,-0.008,0.242,0.084,,STZ,21036P20,BB+
640,2710,64899,2016/2/29,2016/8/31,2016-11-30,3.74,0.253,16.534,24.736,25.444,25.969,25.969,0.513,2.192,0.236,0.168,0.324,0.292,0.499,0.245,0.138,0.159,0.144,0.293,0.184,0.107,0.184,0.479,0.326,0.206,0.497,0.496,0.584,0.5,0.202,0.052,0.044,0.022,0.586,0.248,3.469,0.15,0.222,0.659,1.009,0.728,0.138,0.417,3.056,0.863,0.465,0.599,0.556,1.515,4.392,5.876,0.101,0.585,1.411,181.879,1.889,0.413,8.912,7.131,0.519,1.045,7.578,0.0,0.072,0.0,-0.028,0.435,,1.03%,STZ,21036P20,BBB-
641,10190,44951,2009/2/28,2009/11/30,2010-01-31,-12.61,0.951,4.937,44.77,44.965,234.023,234.023,0.074,2.499,1.537,0.002,0.055,0.032,0.23,0.006,0.131,0.034,0.121,,0.034,0.063,0.034,0.188,0.115,0.557,0.252,0.748,0.778,0.748,0.025,0.074,0.071,0.017,0.661,0.21,3.562,0.038,0.288,0.541,0.549,0.294,0.102,0.356,1.997,2.967,0.476,0.846,0.807,5.481,1.162,2.315,0.06,0.331,0.975,5.432,11.888,2.424,48.716,10.993,3.96,15.708,,0.0,0.004,0.0,-0.065,1.119,,4.76%,SVU,86853610,BB-
642,10190,44951,2010/2/28,2010/11/30,2011-01-31,-3.772,0.658,5.2,42.525,42.525,-7.167,-7.167,0.07,1.166,0.328,-0.04,0.05,0.025,0.225,-0.038,0.118,-0.599,0.096,0.378,-0.599,-0.099,-0.599,0.146,0.09,0.558,0.238,0.762,0.823,0.762,-0.015,0.082,0.076,0.015,0.651,0.222,3.876,0.075,0.311,0.515,0.462,0.322,0.109,0.561,1.932,3.193,0.479,0.861,0.824,6.202,-1.707,1.734,0.048,0.313,0.896,4.719,12.298,2.477,46.555,11.048,4.255,17.841,,0.0,0.003,0.0,-0.18,1.227,,4.80%,SVU,86853610,B+
643,10190,44951,2012/2/29,2012/5/31,2012-07-31,-0.664,0.066,5.548,21.085,21.085,-3.238,-3.41,0.044,0.508,,-0.037,0.046,0.023,0.208,-0.039,0.108,-1.231,0.093,,-1.231,-0.101,-1.231,0.112,0.07,0.499,0.088,0.912,0.967,0.912,-0.006,0.071,0.067,0.015,0.671,0.213,4.552,0.057,0.304,0.503,0.385,0.284,0.088,0.298,1.911,10.372,0.509,0.954,0.939,20.609,-1.651,1.609,0.049,0.314,0.953,6.626,10.269,2.404,40.888,9.557,4.568,51.954,,0.0,0.005,0.0,-0.17,8.247,,,SVU,86853610,B
644,10190,44951,2012/2/29,2012/11/30,2013-03-31,-1.148,0.014,9.429,-374.5,-374.5,-14.579,-15.611,0.064,1.202,,-0.024,0.035,0.013,0.17,-0.027,0.063,-1.854,0.042,,-2.555,-0.033,-2.555,0.045,0.028,0.307,0.003,0.997,1.045,0.997,0.019,0.05,0.048,0.013,0.674,0.219,8.321,0.046,0.286,0.507,0.223,0.263,0.088,0.232,1.927,196.81,0.53,0.999,0.998,732.831,-0.688,0.898,0.045,0.317,0.973,9.734,7.978,1.801,29.513,7.453,3.548,1321.29,,0.0,0.005,0.0,-0.116,29.843,,,SVU,86853610,B+
646,9904,63765,2008/12/31,2009/9/30,2010-01-31,79.306,0.194,37.953,-164.92,-164.92,-164.92,-164.92,7.325,12.509,0.0,-0.044,0.168,-0.064,0.168,-0.07,0.077,-0.031,-0.043,0.382,-0.039,-0.009,-0.039,-0.037,-0.031,0.076,0.739,0.258,0.268,0.259,0.189,0.074,0.071,0.034,0.05,0.298,2.43,0.038,0.328,0.367,0.478,1.666,0.518,-0.557,0.607,0.276,0.186,0.487,0.352,0.952,-0.521,-2.221,0.102,0.982,1.035,,45.377,0.455,9.221,4.072,0.657,0.889,-110.59,0.0,0.0,0.0,-0.287,5.191,,,SWN,84546710,BB+
647,9904,63765,2009/12/31,2010/3/31,2010-07-31,62.284,0.241,10.723,22.091,22.362,22.362,22.362,5.551,9.213,0.0,0.25,0.643,0.42,0.643,0.411,0.329,0.2,0.306,,0.255,0.168,0.255,0.259,0.221,0.313,0.705,0.292,0.292,0.293,0.475,0.061,0.061,0.004,0.05,0.405,0.658,0.001,0.252,0.41,2.478,2.321,0.56,-0.272,0.587,0.316,0.206,0.501,0.367,1.008,10.748,16.337,0.017,0.94,0.989,,27.786,0.486,9.621,2.067,0.69,0.979,76.403,0.0,0.0,0.0,-0.175,3.709,0.027,,SWN,84546710,BBB-
648,9904,63765,2013/12/31,2014/3/31,2014-06-30,59.603,0.338,7.139,20.399,20.399,20.772,20.772,4.283,7.487,0.0,0.205,0.592,0.37,0.592,0.347,0.291,0.163,0.263,0.409,0.227,0.133,0.227,0.206,0.185,0.277,0.654,0.346,0.347,0.346,0.428,0.056,0.056,0.005,0.055,0.663,0.855,0.001,0.18,0.429,2.791,2.698,0.431,-0.073,0.618,0.376,0.237,0.553,0.409,1.235,8.301,13.141,0.027,0.85,0.899,,38.8,0.469,7.909,2.648,0.685,1.048,,0.0,0.0,0.0,-0.177,2.923,,,SWN,84546710,BBB
649,9904,63765,2013/12/31,2014/9/30,2015-01-31,27.126,0.503,7.128,11.32,11.32,11.53,11.53,2.369,4.093,0.0,0.19,0.581,0.353,0.581,0.321,0.278,0.141,0.25,0.409,0.202,0.119,0.202,0.19,0.172,0.268,0.68,0.32,0.32,0.32,0.419,0.057,0.057,0.004,0.057,0.746,0.802,0.001,0.176,0.395,2.807,2.796,0.431,0.029,0.598,0.327,0.215,0.544,0.387,1.192,8.162,13.303,0.025,0.758,0.804,,44.056,0.461,8.063,2.632,0.687,1.011,,0.0,0.0,0.0,-0.182,1.52,,,SWN,84546710,BBB-
650,9904,63765,2015/12/31,2015/12/31,2016-02-29,-3.757,0.823,4.939,15.622,15.622,-0.472,-0.472,0.719,1.425,,-1.454,0.485,0.137,0.485,-2.094,0.132,-1.024,0.046,,-1.343,-0.473,-1.312,0.051,0.038,0.187,0.326,0.674,0.675,0.674,-1.089,0.072,0.044,0.003,0.008,0.832,3.113,0.0,0.121,0.811,2.149,2.235,0.271,-0.138,0.773,2.072,0.583,0.719,0.697,2.554,-16.523,1.646,0.021,0.552,0.556,,80.7,0.272,7.312,2.71,0.447,1.373,,0.0,0.0,0.0,-0.533,0.987,,,SWN,84546710,BB+
651,9904,63765,2015/12/31,2016/3/31,2016-06-30,-14.423,0.366,8.301,96.769,96.769,-0.819,-0.819,1.777,4.366,,-2.075,0.433,0.094,0.433,-2.814,0.1,-0.962,0.027,,-1.175,-0.515,-1.154,0.024,0.022,0.118,0.409,0.591,0.591,0.591,-1.733,0.042,0.042,0.062,0.026,0.364,4.238,0.0,0.105,0.761,1.713,1.612,0.271,-0.314,0.731,1.269,0.499,0.655,0.614,1.901,-25.694,1.208,0.593,0.756,1.263,,67.586,0.272,8.604,2.71,0.323,0.789,7.839,0.0,0.0,0.0,-0.611,4.294,,,SWN,84546710,BB-
652,10115,73139,2008/12/31,2009/9/30,2010-01-31,24.32,0.356,9.072,17.965,18.091,19.23,19.23,3.127,15.418,0.147,0.163,0.264,0.235,0.699,0.224,0.227,0.188,0.271,0.274,0.189,0.213,0.189,0.323,0.258,0.585,1.0,0.0,0.003,0.0,0.22,,1.635,1.219,0.186,0.209,0.011,1.0,0.611,0.0,1.419,1.09,0.535,0.899,2.109,0.0,0.002,0.255,0.042,0.342,38.633,50.948,1.993,3.472,4.267,195.783,2.036,0.837,6.013,8.244,1.123,1.123,1.645,0.052,0.0,0.0,-0.033,3.207,1.178,1.16%,SYK,86366710,A+
653,10115,73139,2015/12/31,2015/12/31,2016-04-30,36.38,0.247,14.501,22.805,23.047,28.839,28.839,4.099,45.348,0.37,0.145,0.268,0.228,0.684,0.174,0.157,0.163,0.181,0.171,0.168,0.126,0.168,0.38,0.228,0.419,0.723,0.277,0.342,0.277,0.185,0.033,0.027,0.527,0.206,0.209,1.507,0.191,0.453,0.421,0.762,0.257,0.116,0.7,6.452,0.381,0.248,0.476,0.342,0.909,14.324,21.028,1.164,1.8,2.268,203.808,1.948,0.586,6.151,8.644,0.845,1.169,2.24,0.063,0.0,0.0,0.032,4.77,0.782,1.39%,SYK,86366710,A
654,10247,52038,2009/6/30,2009/9/30,2010-01-31,16.663,0.295,7.162,15.464,15.464,15.048,15.048,0.459,10.582,0.504,0.031,0.062,0.052,0.202,0.049,0.222,0.278,0.332,0.404,0.326,0.198,0.326,0.384,0.23,0.717,0.595,0.405,0.406,0.405,0.041,0.053,0.053,0.121,0.335,0.492,1.046,0.003,0.472,0.35,0.711,0.495,0.234,0.684,2.276,0.586,0.232,0.66,0.549,1.944,9.935,15.074,0.256,1.092,1.644,24.638,16.513,3.553,14.116,15.55,6.227,10.46,17.726,0.0,0.0,0.0,-0.045,3.825,1.522,3.57%,SYY,87182910,AA-
655,10247,52038,2010/6/30,2010/9/30,2011-01-31,16.456,0.255,8.126,14.944,14.944,14.944,14.944,0.45,15.998,0.507,0.03,0.063,0.052,0.201,0.049,0.23,0.264,0.312,0.362,0.298,0.187,0.298,0.372,0.24,0.729,0.614,0.386,0.387,0.386,0.041,0.05,0.049,0.093,0.349,0.515,1.042,0.003,0.457,0.381,0.804,0.36,0.137,0.411,2.038,0.569,0.238,0.622,0.531,1.646,10.39,16.166,0.204,1.13,1.736,23.358,16.866,3.636,14.317,15.415,5.909,9.618,17.37,0.0,0.0,0.0,0.008,3.999,2.673,3.57%,SYY,87182910,A+
656,10247,52038,2012/6/30,2012/12/31,2013-02-28,16.786,0.27,9.107,17.29,17.384,17.574,17.574,0.434,15.047,0.587,0.025,0.053,0.042,0.192,0.039,0.192,0.217,0.238,0.371,0.225,0.158,0.225,0.289,0.186,0.681,0.643,0.357,0.399,0.357,0.036,0.045,0.04,0.065,0.377,0.507,1.305,0.105,0.481,0.364,0.648,0.352,0.189,0.511,1.889,0.54,0.246,0.604,0.522,1.526,9.866,15.117,0.134,1.074,1.723,26.383,15.202,3.553,13.986,15.482,5.77,8.975,16.891,0.0,0.0,0.0,-0.015,3.772,,3.48%,SYY,87182910,A
657,10247,52038,2014/6/30,2015/3/31,2015-07-31,20.458,0.243,12.004,19.951,20.061,24.87,24.87,0.444,14.323,0.79,0.018,0.048,0.036,0.186,0.028,0.16,0.16,0.187,0.369,0.164,0.106,0.164,0.229,0.147,0.577,0.519,0.478,0.516,0.479,0.03,0.023,0.021,0.261,0.296,0.383,2.276,0.073,0.424,0.473,0.529,0.343,0.189,0.619,2.598,0.901,0.336,0.66,0.605,1.948,8.679,15.563,0.616,1.476,2.097,25.284,14.517,3.096,13.805,13.922,4.748,9.144,10.098,0.0,0.0,0.0,-0.042,3.97,,3.30%,SYY,87182910,A-
658,10247,52038,2015/6/30,2015/12/31,2016-02-29,25.286,0.174,11.823,23.349,23.473,33.946,33.946,0.51,15.851,0.917,0.016,0.049,0.037,0.189,0.023,0.142,0.141,0.156,0.319,0.145,0.088,0.145,0.206,0.127,0.591,0.538,0.457,0.61,0.459,0.028,0.034,0.026,0.264,0.297,0.373,2.349,0.25,0.509,0.396,0.442,0.291,0.123,0.686,2.678,0.829,0.359,0.68,0.63,2.141,6.33,12.704,0.519,1.2,1.706,24.732,14.518,3.131,14.232,13.989,5.31,9.862,12.825,0.0,0.0,0.0,-0.05,6.147,,2.81%,SYY,87182910,BBB+
659,9899,66093,2008/12/31,2009/9/30,2010-01-31,16.878,0.765,5.627,11.962,11.962,12.68,12.68,1.218,4.116,0.814,0.096,0.333,0.174,0.591,0.148,0.151,0.096,0.121,0.349,0.117,0.088,0.117,0.259,0.174,0.273,0.603,0.395,0.46,0.396,0.26,0.065,0.055,0.028,0.035,0.613,1.825,0.14,0.222,0.383,1.1,0.977,0.199,0.529,1.703,0.543,0.281,0.631,0.478,1.713,3.85,5.15,0.128,0.583,0.665,3.539,58.282,0.462,8.104,7.101,0.756,1.254,,0.007,0.025,0.0,-0.091,1.228,3.809,6.62%,T,00206R10,A
660,9899,66093,2009/12/31,2010/9/30,2010-12-31,15.98,0.791,5.487,13.355,13.355,8.394,8.094,1.405,5.06,0.476,0.168,0.336,0.178,0.584,0.168,0.155,0.164,0.128,0.324,0.204,0.131,0.204,0.253,0.179,0.27,0.628,0.37,0.419,0.371,0.331,0.062,0.054,0.017,0.039,0.628,1.69,0.117,0.219,0.381,1.166,0.965,0.207,0.433,1.619,0.48,0.262,0.606,0.449,1.547,6.441,5.791,0.078,0.659,0.633,0.087,58.095,0.462,8.748,6.987,0.739,1.178,,0.008,0.023,0.0,-0.051,1.299,0.31,5.72%,T,00206R10,A-
